Date,MSCI_ACWI,Bloomberg_Aggregate,MSCI_EM,SP500,US_10Y_TIPS,Vanguard_SmallCap (Alts Proxy),US_10Y_Treas,JPY Hedged Equity,CPI
2/1/2021,87.63793945,106.9743805,50.13508606,3811.149902,110.0899353,201.5007782,109.1575317,23.804798,0.547438279
3/1/2021,90.13891602,105.7469559,49.77118301,3972.889893,109.8012161,204.5973053,106.55896,24.540424,0.708327313
4/1/2021,93.96614075,106.5355835,50.36835861,4181.169922,111.1048279,213.2150269,107.6242599,25.156301,0.821890915
5/1/2021,95.34923553,106.7527542,51.19881439,4204.109863,112.05513,213.3012695,108.0783844,25.333117,0.801710515
6/1/2021,95.86080933,107.6422958,51.46007919,4297.5,112.7227478,215.8887329,109.1790009,25.519751,0.92906629
7/1/2021,97.42930603,108.8556366,48.35841751,4395.259766,115.6019974,213.2254944,111.3545761,25.870047,0.481052353
8/1/2021,99.54755402,108.6287079,49.11753464,4522.680176,115.4769669,217.4141083,110.9176941,26.135729,0.206591136
9/1/2021,95.33969116,107.6318283,47.21506119,4307.540039,114.4649887,210.0744476,109.1422272,25.476431,0.271597086
10/1/2021,100.4826202,107.6085663,47.721138,4605.379883,116.146553,221.0432129,108.6575165,26.251932,0.830811855
11/1/2021,98.16401672,107.8997269,45.77180481,4567,117.4375076,211.5653839,109.8428421,26.261789,0.49134275
12/1/2021,100.931076,107.4197006,45.78117371,4766.180176,117.1319504,217.69133,109.1611328,26.606821,0.307251716
1/1/2022,97.34327698,105.5296249,46.45210648,4515.549805,115.5927505,201.5228729,107.0339966,25.985409,0.841457378
2/1/2022,94.36425781,104.1703949,44.44527054,4373.939941,116.1774063,203.2650299,106.6061249,25.600079,0.913397926
3/1/2022,96.19600677,101.2390213,42.94252396,4530.410156,114.1893463,205.6944122,102.2829208,25.412348,1.335137955
4/1/2022,88.43515015,97.38257599,40.3079567,4131.930176,111.1811829,189.2768555,97.93605042,24.284277,0.558253103
5/1/2022,88.83042145,98.09710693,40.55524445,4132.149902,109.92939,189.1992493,98.53281403,24.264496,1.1023524
6/1/2022,80.87677002,96.56997681,38.13942719,3785.379883,106.1024704,170.8974304,97.67884827,24.027094,1.373607576
7/1/2022,87.39919281,99.01785278,38.32925034,4130.290039,111.4068146,189.6641083,100.5447159,25.056192,-0.011811914
8/1/2022,83.5848465,95.9965744,37.82088089,3955,107.8711548,184.717804,96.64720917,24.857883,-0.035439928
9/1/2022,75.73234558,92.00791931,33.45656586,3585.620117,100.3179855,166.4125061,92.06879425,22.884722,0.215078451
10/1/2022,80.53919983,90.81664276,32.79472351,3871.97998,103.0437164,183.5836639,90.7142334,23.64576,0.405649443
11/1/2022,87.25323486,94.26721954,37.9072113,4080.110107,104.9323883,191.6467285,93.97200012,24.391525,-0.101002644
12/1/2022,82.59233093,93.23265076,36.35331726,3839.5,103.0921707,179.3811035,92.40892029,24.431299,-0.307009146
1/1/2023,89.47706604,96.77893066,40.27679062,4076.600098,105.700058,198.7716217,96.09542847,25.377415,0.799536383
2/1/2023,86.50593567,93.96884155,37.22875977,3970.149902,104.2699738,194.1902008,92.75375366,25.30756,0.558211051
3/1/2023,89.38881683,96.45462799,38.426548,4109.310059,107.2566223,186.3643951,96.21386719,26.135843,0.331072996
4/1/2023,90.79102325,96.99765778,38.10519028,4169.47998,107.18853,184.914444,97.00453186,26.59,0.505903868
5/1/2023,89.8398819,95.89136505,37.18980789,4179.830078,105.4810715,181.2716217,95.56912231,26.77,0.251843501
6/1/2023,94.07594299,95.52616882,38.5239296,4450.379883,105.3628998,196.3463593,94.37236786,27.68,0.322891424
7/1/2023,98.45398712,95.5128479,41.17137527,4588.959961,105.216629,206.8897552,93.75401306,28.26,0.190751502
8/1/2023,95.59120941,94.89942169,38.44297409,4507.660156,104.6364212,199.2385406,93.05701447,28.17,0.436715507
9/1/2023,91.50010681,92.44441986,37.24562073,4288.049805,102.5296326,187.3851471,90.1338501,26.82,0.248513155
10/1/2023,89.17223358,90.98816681,36.01882172,4193.799805,101.9305954,177.138031,88.39128876,26.530001,-0.038337952
11/1/2023,97.09689331,95.14160919,38.825737,4567.799805,104.4726105,193.4341278,92.40130615,28.02,-0.201513955
12/1/2023,100.8115768,98.39212036,39.46366882,4769.830078,107.2284012,212.2373199,95.61486816,28.190001,-0.099332033
